"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN012190100","POONA, IN","2007-05-14",,"83","96","74"
"IN012190100","POONA, IN","2007-05-15",,"81","94",
"IN012190100","POONA, IN","2007-05-16",,"83","97","71"
"IN012190100","POONA, IN","2007-05-17",,"85","100","74"
"IN012190100","POONA, IN","2007-05-18",,"82","96",
"IN012190100","POONA, IN","2007-05-19",,"86","97","73"
"IN012190100","POONA, IN","2007-05-21",,"84","95",
"IN012190100","POONA, IN","2007-05-22",,"84","96","76"
"IN012190100","POONA, IN","2007-05-23",,"79","95",
"IN012190100","POONA, IN","2007-05-24","0.02","85","98","74"
"IN012190100","POONA, IN","2007-05-25","0.00","85","97","74"
"IN012190100","POONA, IN","2007-05-26",,"85","98","74"
"IN012190100","POONA, IN","2007-05-27",,"81","95",
"IN012190100","POONA, IN","2007-05-28",,"81","93","75"
"IN012190100","POONA, IN","2007-05-29","0.00","81","90","74"
"IN012190100","POONA, IN","2007-05-30","0.00","85","98","76"
"IN012190100","POONA, IN","2007-05-31","0.01","87","101","78"
"IN012190100","POONA, IN","2007-06-01","0.02","82","99","76"
"IN012190100","POONA, IN","2007-06-02","0.02","80","98","74"
"IN012190100","POONA, IN","2007-06-03","0.00","80","99",
"IN012190100","POONA, IN","2007-06-04",,"85","97","74"
"IN012190100","POONA, IN","2007-06-05",,"85","98","76"
"IN012190100","POONA, IN","2007-06-06","0.03","85","96","77"
"IN012190100","POONA, IN","2007-06-07","0.00","84","98","78"
"IN012190100","POONA, IN","2007-06-08","0.02","81","97","78"
"IN012190100","POONA, IN","2007-06-09","0.01","83","92","77"
"IN012190100","POONA, IN","2007-06-10","0.00","83","92",
"IN012190100","POONA, IN","2007-06-11",,"81",,"76"
"IN012190100","POONA, IN","2007-06-12",,"83","96","77"
"IN012190100","POONA, IN","2007-06-13","0.00","83","95","78"
"IN012190100","POONA, IN","2007-06-14",,"80","91",
"IN012190100","POONA, IN","2007-06-15",,"83","94","75"
"IN012190100","POONA, IN","2007-06-16",,"81","94","74"
"IN012190100","POONA, IN","2007-06-17",,"79","89",
"IN012190100","POONA, IN","2007-06-18",,"78","88",
"IN012190100","POONA, IN","2007-06-19","0.00","80","91","72"
"IN012190100","POONA, IN","2007-06-20","0.03","78","92",
"IN012190100","POONA, IN","2007-06-21","0.50","79","93","73"
"IN012190100","POONA, IN","2007-06-22","0.47","78","89","74"
"IN012190100","POONA, IN","2007-06-23","3.82","76","85",
"IN012190100","POONA, IN","2007-06-24","1.54","76","80","72"
"IN012190100","POONA, IN","2007-06-25","0.91","77","83","73"
"IN012190100","POONA, IN","2007-06-26","0.24","77","84","73"
"IN012190100","POONA, IN","2007-06-27","0.28","76","82","73"
"IN012190100","POONA, IN","2007-06-28","0.12","75","82","72"
"IN012190100","POONA, IN","2007-06-29","1.02","76","81","73"
"IN012190100","POONA, IN","2007-06-30","0.08","74","77","72"
"IN012190100","POONA, IN","2007-07-01","1.50","75","79",
"IN012190100","POONA, IN","2007-07-02","2.68","75","81","73"
"IN012190100","POONA, IN","2007-07-03","3.74","77","83","74"
"IN012190100","POONA, IN","2007-07-04","0.35","77","83","74"
"IN012190100","POONA, IN","2007-07-05","0.24","76","81","73"
"IN012190100","POONA, IN","2007-07-06","0.35","77","83","74"
"IN012190100","POONA, IN","2007-07-07","0.03","76","80","74"
"IN012190100","POONA, IN","2007-07-08","0.08","76","79","73"
"IN012190100","POONA, IN","2007-07-09","0.08","77","82","73"
"IN012190100","POONA, IN","2007-07-10","0.04","77","83","73"
"IN012190100","POONA, IN","2007-07-11","0.00","77","83","74"
"IN012190100","POONA, IN","2007-07-12","0.00","77","84","74"
"IN012190100","POONA, IN","2007-07-13","0.08","76","83","73"
"IN012190100","POONA, IN","2007-07-14","0.12","76","81","73"
"IN012190100","POONA, IN","2007-07-15","0.12","77","84","73"
"IN012190100","POONA, IN","2007-07-16","0.03","78","85","74"
"IN012190100","POONA, IN","2007-07-17","0.03","78","85","74"
"IN012190100","POONA, IN","2007-07-18","0.04","77","84","72"
"IN012190100","POONA, IN","2007-07-19","0.00","76","81",
"IN012190100","POONA, IN","2007-07-20","0.00","79","87","68"
"IN012190100","POONA, IN","2007-07-21","0.04","79","87","71"
"IN012190100","POONA, IN","2007-07-22","0.00","78","88","72"
"IN012190100","POONA, IN","2007-07-23",,"81","91","70"
"IN012190100","POONA, IN","2007-07-24",,"81","91","71"
"IN012190100","POONA, IN","2007-07-25",,"79","90","74"
"IN012190100","POONA, IN","2007-07-26",,"77","87","73"
"IN012190100","POONA, IN","2007-07-27",,"77","87",
"IN012190100","POONA, IN","2007-07-28",,"75","82","71"
"IN012190100","POONA, IN","2007-07-29",,"76","83","72"
"IN012190100","POONA, IN","2007-07-30",,"77","85","72"
"IN012190100","POONA, IN","2007-07-31",,"78","87","73"
"IN012190100","POONA, IN","2007-08-01",,"77","86","72"
"IN012190100","POONA, IN","2007-08-02",,"77","86","71"
"IN012190100","POONA, IN","2007-08-03",,"75","80",
"IN012190100","POONA, IN","2007-08-04","0.79","74","78","71"
"IN012190100","POONA, IN","2007-08-05","0.28","75","80","72"
"IN012190100","POONA, IN","2007-08-06","0.00","76","84","72"
"IN012190100","POONA, IN","2007-08-07","0.16","74","77",
"IN012190100","POONA, IN","2007-08-08","0.55","75","80","72"
"IN012190100","POONA, IN","2007-08-09","0.16","75","82","72"
"IN012190100","POONA, IN","2007-08-10","0.24","76","83","72"
"IN012190100","POONA, IN","2007-08-11","0.16","75","83","72"
"IN012190100","POONA, IN","2007-08-12","0.08","75","80","72"
"IN012190100","POONA, IN","2007-08-13","0.08","76","82","72"
"IN012190100","POONA, IN","2007-08-14","0.12","75","80","72"
"IN012190100","POONA, IN","2007-08-15","0.08","75","82","71"
"IN012190100","POONA, IN","2007-08-16","0.12","75","81","72"
"IN012190100","POONA, IN","2007-08-17","0.01","78","85","71"
"IN012190100","POONA, IN","2007-08-18","0.04","75","83","72"
"IN012190100","POONA, IN","2007-08-19","0.12","75","81","72"
"IN012190100","POONA, IN","2007-08-20","0.04","77","85","71"
"IN012190100","POONA, IN","2007-08-21","0.04","76","84","71"
"IN012190100","POONA, IN","2007-08-22","0.00","75","83","70"
"IN012190100","POONA, IN","2007-08-23","0.16","76","87","69"
"IN012190100","POONA, IN","2007-08-24","0.02","79","87","70"
"IN012190100","POONA, IN","2007-08-25","0.00","77","89",
"IN012190100","POONA, IN","2007-08-26","0.39","77","87","72"
"IN012190100","POONA, IN","2007-08-27","1.81","78","87","73"
"IN012190100","POONA, IN","2007-08-29","0.04","76","86","71"
"IN012190100","POONA, IN","2007-08-30","0.43","76","83","72"
"IN012190100","POONA, IN","2007-08-31","0.01","75","81","72"
"IN012190100","POONA, IN","2007-09-01","0.08","76","83","72"
"IN012190100","POONA, IN","2007-09-02","0.00","78","87","71"
"IN012190100","POONA, IN","2007-09-03","0.03","77","85","72"
"IN012190100","POONA, IN","2007-09-04","0.04","76","84","73"
"IN012190100","POONA, IN","2007-09-05","0.08","76","84","73"
"IN012190100","POONA, IN","2007-09-06","0.31","76","83","72"
"IN012190100","POONA, IN","2007-09-07","0.08","75","84","72"
"IN012190100","POONA, IN","2007-09-08","0.03","76","87","69"
"IN012190100","POONA, IN","2007-09-09","0.00","77","86","70"
"IN012190100","POONA, IN","2007-09-10",,"80","89","69"
"IN012190100","POONA, IN","2007-09-11",,"76","87","71"
"IN012190100","POONA, IN","2007-09-12",,"78","88","71"
"IN012190100","POONA, IN","2007-09-13",,"78","89",
"IN012190100","POONA, IN","2007-09-14",,"77","87","72"
"IN012190100","POONA, IN","2007-09-15",,"77","87","69"
"IN012190100","POONA, IN","2007-09-16",,"78","87","69"
"IN012190100","POONA, IN","2007-09-17",,"78","88","72"
"IN012190100","POONA, IN","2007-09-18",,"75","81",
"IN012190100","POONA, IN","2007-09-19",,"76","84","71"
"IN012190100","POONA, IN","2007-09-20",,"76","83","73"
"IN012190100","POONA, IN","2007-09-21",,"76",,"73"
"IN012190100","POONA, IN","2007-09-22",,"76","80","73"
"IN012190100","POONA, IN","2007-09-23","0.01","76","85","72"
"IN012190100","POONA, IN","2007-09-24","0.03","77","87","73"
"IN012190100","POONA, IN","2007-09-25","0.00","77","83",
"IN012190100","POONA, IN","2007-09-26",,"77","86","69"
"IN012190100","POONA, IN","2007-09-27",,"78","86","71"
"IN012190100","POONA, IN","2007-09-28","0.31","76","83",
"IN012190100","POONA, IN","2007-09-29","0.20","78","87","71"
"IN012190100","POONA, IN","2007-09-30","0.00","78","91","70"
"IN012190100","POONA, IN","2007-10-01",,"79","91","69"
"IN012190100","POONA, IN","2007-10-02",,"78","92","69"
"IN012190100","POONA, IN","2007-10-03",,"78","91","70"
"IN012190100","POONA, IN","2007-10-04",,"79","92",
"IN012190100","POONA, IN","2007-10-05",,"79","92","66"
"IN012190100","POONA, IN","2007-10-06",,"78","91","68"
"IN012190100","POONA, IN","2007-10-07",,"79","90","71"
"IN012190100","POONA, IN","2007-10-08",,"77","88","72"
"IN012190100","POONA, IN","2007-10-09",,"76","84",
"IN012190100","POONA, IN","2007-10-10",,"77",,"69"
"IN012190100","POONA, IN","2007-10-11",,"82","93","70"
"IN012190100","POONA, IN","2007-10-12",,"81","94",
"IN012190100","POONA, IN","2007-10-13",,"78","91",
"IN012190100","POONA, IN","2007-10-14",,"77","91","63"
"IN012190100","POONA, IN","2007-10-15",,"77","91","61"
"IN012190100","POONA, IN","2007-10-16",,"75","91","60"
"IN012190100","POONA, IN","2007-10-17",,"79","92","63"
"IN012190100","POONA, IN","2007-10-18",,"76","92","63"
"IN012190100","POONA, IN","2007-10-19",,"76","91","62"
"IN012190100","POONA, IN","2007-10-20",,"77","91","63"
"IN012190100","POONA, IN","2007-10-21",,"78","91","63"
"IN012190100","POONA, IN","2007-10-23",,"75","91","61"
"IN012190100","POONA, IN","2007-10-24",,"75","91","65"
"IN012190100","POONA, IN","2007-10-25",,"75","89","61"
"IN012190100","POONA, IN","2007-10-26",,"75","90","59"
"IN012190100","POONA, IN","2007-10-27",,"75","90",
"IN012190100","POONA, IN","2007-10-28",,"71","89","58"
"IN012190100","POONA, IN","2007-10-29",,"71","86","56"
"IN012190100","POONA, IN","2007-10-30",,"75","89","58"
"IN012190100","POONA, IN","2007-10-31",,"77","87","67"
"IN012190100","POONA, IN","2007-11-01","0.20","77","87","68"
"IN012190100","POONA, IN","2007-11-02","0.24","77","87",
"IN012190100","POONA, IN","2007-11-03","0.00","77","90","67"
"IN012190100","POONA, IN","2007-11-04",,"78","90","67"
"IN012190100","POONA, IN","2007-11-05",,"79","92","67"
"IN012190100","POONA, IN","2007-11-06",,"79","93","69"
"IN012190100","POONA, IN","2007-11-07",,"80","94","69"
"IN012190100","POONA, IN","2007-11-08",,"80","93","67"
"IN012190100","POONA, IN","2007-11-09",,"76","92","68"
"IN012190100","POONA, IN","2007-11-10",,"77","91","67"
"IN012190100","POONA, IN","2007-11-11",,"75","91",
"IN012190100","POONA, IN","2007-11-12",,"75","90","61"
"IN012190100","POONA, IN","2007-11-13",,"76","90","62"
"IN012190100","POONA, IN","2007-11-14","0.00","73","88","62"
"IN012190100","POONA, IN","2007-11-15",,"71","88","58"
"IN012190100","POONA, IN","2007-11-16",,"70","88","55"
"IN012190100","POONA, IN","2007-11-17",,"69","86","51"
"IN012190100","POONA, IN","2007-11-18",,"68","85","50"
"IN012190100","POONA, IN","2007-11-19",,"69","84","52"
"IN012190100","POONA, IN","2007-11-20",,"70","87","54"
"IN012190100","POONA, IN","2007-11-21",,"69","85","52"
"IN012190100","POONA, IN","2007-11-22",,"66","85","47"
"IN012190100","POONA, IN","2007-11-23",,"63","84","47"
"IN012190100","POONA, IN","2007-11-24",,"69","85",
"IN012190100","POONA, IN","2007-11-25",,"69","85",
"IN012190100","POONA, IN","2007-11-26",,"66","84","49"
"IN012190100","POONA, IN","2007-11-27",,"66","87","50"
"IN012190100","POONA, IN","2007-11-28",,"69","89","55"
"IN012190100","POONA, IN","2007-11-29",,"73","88","56"
"IN012190100","POONA, IN","2007-11-30",,"69","85","59"
"IN012190100","POONA, IN","2007-12-01",,"66","81","54"
"IN012190100","POONA, IN","2007-12-02",,"65",,"54"
"IN012190100","POONA, IN","2007-12-03",,"69","84","54"
"IN012190100","POONA, IN","2007-12-04",,"69","84","56"
"IN012190100","POONA, IN","2007-12-05",,"67","80","57"
"IN012190100","POONA, IN","2007-12-06",,"64","76",
"IN012190100","POONA, IN","2007-12-07",,"67","83","52"
"IN012190100","POONA, IN","2007-12-08",,"65","84","53"
"IN012190100","POONA, IN","2007-12-09",,"69","85","53"
"IN012190100","POONA, IN","2007-12-10",,"71","88","56"
"IN012190100","POONA, IN","2007-12-11",,"71","87","61"
"IN012190100","POONA, IN","2007-12-12",,"71","87","58"
"IN012190100","POONA, IN","2007-12-13",,"70","84","58"
"IN012190100","POONA, IN","2007-12-14",,"69","85","57"
"IN012190100","POONA, IN","2007-12-15",,"69","84","56"
"IN012190100","POONA, IN","2007-12-16",,"70","86","58"
"IN012190100","POONA, IN","2007-12-17",,"69","84","58"
"IN012190100","POONA, IN","2007-12-18",,"68","84","56"
"IN012190100","POONA, IN","2007-12-19",,"70","85","53"
"IN012190100","POONA, IN","2007-12-20",,"75","87","62"
"IN012190100","POONA, IN","2007-12-21",,"78","89","68"
"IN012190100","POONA, IN","2007-12-22",,"75","90",
"IN012190100","POONA, IN","2007-12-23",,"73","91","58"
"IN012190100","POONA, IN","2007-12-24",,"71","91","56"
"IN012190100","POONA, IN","2007-12-25",,"72","92","54"
"IN012190100","POONA, IN","2007-12-26",,"72","90","56"
"IN012190100","POONA, IN","2007-12-27",,"72","92","57"
"IN012190100","POONA, IN","2007-12-28",,"72","91","56"
"IN012190100","POONA, IN","2007-12-29",,"70","91","54"
"IN012190100","POONA, IN","2007-12-30",,"71","90","54"
"IN012190100","POONA, IN","2007-12-31",,"72","89","56"
"IN012190100","POONA, IN","2008-01-01",,"71","90","56"
"IN012190100","POONA, IN","2008-01-02",,"67","89","52"
"IN012190100","POONA, IN","2008-01-03",,"69","88","51"
"IN012190100","POONA, IN","2008-01-04",,"70","87","56"
"IN012190100","POONA, IN","2008-01-05",,"65","90","52"
"IN012190100","POONA, IN","2008-01-06",,"67","86","50"
"IN012190100","POONA, IN","2008-01-07",,"67","84","50"
"IN012190100","POONA, IN","2008-01-08",,"67","84","52"
"IN012190100","POONA, IN","2008-01-09",,"68","86","52"
"IN012190100","POONA, IN","2008-01-10",,"69","88","54"
"IN012190100","POONA, IN","2008-01-11",,"70","87","54"
"IN012190100","POONA, IN","2008-01-12",,"70","91","54"
"IN012190100","POONA, IN","2008-01-13",,"71","92","54"
"IN012190100","POONA, IN","2008-01-14",,"71","90","55"
"IN012190100","POONA, IN","2008-01-15",,"71","90","56"
"IN012190100","POONA, IN","2008-01-16",,"72","89","56"
"IN012190100","POONA, IN","2008-01-17",,"71","89","56"
"IN012190100","POONA, IN","2008-01-18",,"71","90","53"
"IN012190100","POONA, IN","2008-01-19",,"70","90","52"
"IN012190100","POONA, IN","2008-01-20",,"69","89","52"
"IN012190100","POONA, IN","2008-01-21",,"70","89","53"
"IN012190100","POONA, IN","2008-01-22",,"69","89","52"
"IN012190100","POONA, IN","2008-01-23",,"64","86","49"
"IN012190100","POONA, IN","2008-01-24",,"65","84","49"
"IN012190100","POONA, IN","2008-01-25",,"64","84","49"
"IN012190100","POONA, IN","2008-01-26",,"62","78","46"
"IN012190100","POONA, IN","2008-01-27",,"60","78","42"
"IN012190100","POONA, IN","2008-01-28",,"64","85","43"
"IN012190100","POONA, IN","2008-01-29",,"68","89","48"
"IN012190100","POONA, IN","2008-01-30",,"65","83","48"
"IN012190100","POONA, IN","2008-01-31",,"62","80","47"
"IN012190100","POONA, IN","2008-02-01",,"64","85","44"
"IN012190100","POONA, IN","2008-02-02","0.00","68","90","47"
"IN012190100","POONA, IN","2008-02-03",,"68","84","50"
"IN012190100","POONA, IN","2008-02-04",,"66","79",
"IN012190100","POONA, IN","2008-02-05",,"64","79","51"
"IN012190100","POONA, IN","2008-02-06",,"65","80","47"
"IN012190100","POONA, IN","2008-02-07",,"63","78","52"
"IN012190100","POONA, IN","2008-02-08",,"60","78","46"
"IN012190100","POONA, IN","2008-02-09",,"65","82","44"
"IN012190100","POONA, IN","2008-02-10",,"69","84","52"
"IN012190100","POONA, IN","2008-02-11",,"71","89","53"
"IN012190100","POONA, IN","2008-02-12",,"73","89","57"
"IN012190100","POONA, IN","2008-02-13",,"74","90","58"
"IN012190100","POONA, IN","2008-02-14",,"76","92","60"
"IN012190100","POONA, IN","2008-02-15",,"74","92","60"
"IN012190100","POONA, IN","2008-02-16",,"77","93","61"
"IN012190100","POONA, IN","2008-02-17",,"76","95","59"
"IN012190100","POONA, IN","2008-02-18",,"76","95","56"
"IN012190100","POONA, IN","2008-02-19",,"75","94","56"
"IN012190100","POONA, IN","2008-02-20",,"77","93","60"
"IN012190100","POONA, IN","2008-02-21",,"74","94","59"
"IN012190100","POONA, IN","2008-02-22",,"76","95","59"
"IN012190100","POONA, IN","2008-02-23",,"77","95","60"
"IN012190100","POONA, IN","2008-02-24",,"76","96","59"
"IN012190100","POONA, IN","2008-02-25",,"75","95","56"
"IN012190100","POONA, IN","2008-02-26",,"74","94","55"
"IN012190100","POONA, IN","2008-02-27",,"71","93","56"
"IN012190100","POONA, IN","2008-02-28",,"73","93","54"
"IN012190100","POONA, IN","2008-02-29",,"74","94","54"
"IN012190100","POONA, IN","2008-03-01",,"77","97","55"
"IN012190100","POONA, IN","2008-03-02",,"75","96","56"
"IN012190100","POONA, IN","2008-03-03",,"74","95","56"
"IN012190100","POONA, IN","2008-03-04",,"77","96","57"
"IN012190100","POONA, IN","2008-03-05",,"78","96","58"
"IN012190100","POONA, IN","2008-03-06",,"79","98","61"
"IN012190100","POONA, IN","2008-03-07",,"79","97","61"
"IN012190100","POONA, IN","2008-03-08",,"80","98","62"
"IN012190100","POONA, IN","2008-03-09",,"81","98","62"
"IN012190100","POONA, IN","2008-03-10",,"79","95","63"
"IN012190100","POONA, IN","2008-03-11",,"81","97","62"
"IN012190100","POONA, IN","2008-03-12",,"80","96","63"
"IN012190100","POONA, IN","2008-03-13",,"81","98","63"
"IN012190100","POONA, IN","2008-03-14",,"81","97","64"
"IN012190100","POONA, IN","2008-03-15",,"81","98","65"
"IN012190100","POONA, IN","2008-03-16",,"82","99","63"
"IN012190100","POONA, IN","2008-03-17",,"83","100","64"
"IN012190100","POONA, IN","2008-03-18",,"85","101","67"
"IN012190100","POONA, IN","2008-03-19",,"83","98","69"
"IN012190100","POONA, IN","2008-03-20",,"83","101","64"
"IN012190100","POONA, IN","2008-03-21",,"84","100","71"
"IN012190100","POONA, IN","2008-03-22","0.08","78","94",
"IN012190100","POONA, IN","2008-03-23","0.00","79","91","71"
"IN012190100","POONA, IN","2008-03-24","0.02","81","95","69"
"IN012190100","POONA, IN","2008-03-25","0.00","81","96","68"
"IN012190100","POONA, IN","2008-03-26",,"81","95","66"
"IN012190100","POONA, IN","2008-03-27",,"81","98","67"
"IN012190100","POONA, IN","2008-03-28",,"83","97","68"
"IN012190100","POONA, IN","2008-03-29",,"84","98","71"
"IN012190100","POONA, IN","2008-03-30",,"81","98",
"IN012190100","POONA, IN","2008-03-31",,"78","93","66"
"IN012190100","POONA, IN","2008-04-01",,"76","92","63"
"IN012190100","POONA, IN","2008-04-02",,"77","94","62"
"IN012190100","POONA, IN","2008-04-03","0.00","75","93","59"
"IN012190100","POONA, IN","2008-04-04",,"77","92","62"
"IN012190100","POONA, IN","2008-04-05",,"80","96","65"
"IN012190100","POONA, IN","2008-04-06",,"82","96","67"
"IN012190100","POONA, IN","2008-04-07",,"80","95","68"
"IN012190100","POONA, IN","2008-04-08",,"82","97","66"
"IN012190100","POONA, IN","2008-04-09",,"81","97",
"IN012190100","POONA, IN","2008-04-10",,"84","99","67"
"IN012190100","POONA, IN","2008-04-11",,"83","101","70"
"IN012190100","POONA, IN","2008-04-12",,"86","102","68"
"IN012190100","POONA, IN","2008-04-13",,"86","102","67"
"IN012190100","POONA, IN","2008-04-14",,"87","102","71"
"IN012190100","POONA, IN","2008-04-15","0.00","86","103","68"
"IN012190100","POONA, IN","2008-04-16",,"86","103","67"
"IN012190100","POONA, IN","2008-04-17",,"88","103","70"
"IN012190100","POONA, IN","2008-04-18",,"88","103","72"
"IN012190100","POONA, IN","2008-04-19",,"85","102","70"
"IN012190100","POONA, IN","2008-04-20",,"88","105","67"
"IN012190100","POONA, IN","2008-04-21",,"88","105","71"
"IN012190100","POONA, IN","2008-04-22",,"89","106","69"
"IN012190100","POONA, IN","2008-04-23",,"89","106","73"
"IN012190100","POONA, IN","2008-04-24",,"90","108","70"
"IN012190100","POONA, IN","2008-04-25",,"88","105","76"
"IN012190100","POONA, IN","2008-04-26",,"88","104",
"IN012190100","POONA, IN","2008-04-27",,"88","105","72"
"IN012190100","POONA, IN","2008-04-28",,"86","99",
"IN012190100","POONA, IN","2008-04-29",,"85","100","68"
"IN012190100","POONA, IN","2008-04-30",,"86","101","71"
"IN012190100","POONA, IN","2008-05-01",,"86","101","71"
"IN012190100","POONA, IN","2008-05-02",,"87",,
"IN012190100","POONA, IN","2008-05-03",,"83","97","69"
"IN012190100","POONA, IN","2008-05-04",,"85","98","71"
"IN012190100","POONA, IN","2008-05-05",,"84","97","71"
"IN012190100","POONA, IN","2008-05-06",,"82","96","71"
"IN012190100","POONA, IN","2008-05-07",,"83","98","71"
"IN012190100","POONA, IN","2008-05-08",,"84","99","72"
"IN012190100","POONA, IN","2008-05-09",,"83","97","73"
"IN012190100","POONA, IN","2008-05-10",,"83","98","71"
"IN012190100","POONA, IN","2008-05-11",,"83","97","72"
"IN012190100","POONA, IN","2008-05-12",,"83","98","72"
"IN012190100","POONA, IN","2008-05-13",,"83","99","71"
"IN012190100","POONA, IN","2008-05-14",,"83","97","72"
"IN012190100","POONA, IN","2008-05-15",,"83","97","72"
"IN012190100","POONA, IN","2008-05-16",,"82","97","73"
"IN012190100","POONA, IN","2008-05-17",,"83","96","74"
"IN012190100","POONA, IN","2008-05-18",,"84","95","76"
"IN012190100","POONA, IN","2008-05-19",,"85","98","75"
"IN012190100","POONA, IN","2008-05-20",,"85","98","76"
"IN012190100","POONA, IN","2008-05-21",,"84","97","76"
"IN012190100","POONA, IN","2008-05-22",,"83","98","76"
"IN012190100","POONA, IN","2008-05-23",,"84","100","74"
"IN012190100","POONA, IN","2008-05-24",,"86","99","76"
"IN012190100","POONA, IN","2008-05-25",,"86","101","75"
"IN012190100","POONA, IN","2008-05-26",,"86","100","76"
"IN012190100","POONA, IN","2008-05-27",,"86","99","77"
"IN012190100","POONA, IN","2008-05-28",,"86","100","76"
"IN012190100","POONA, IN","2008-05-29",,"86","98","75"
"IN012190100","POONA, IN","2008-05-30",,"85","100","76"
"IN012190100","POONA, IN","2008-05-31",,"85","99","75"
"IN012190100","POONA, IN","2008-06-01",,"86","99","76"
"IN012190100","POONA, IN","2008-06-02",,"86","99","76"
"IN012190100","POONA, IN","2008-06-03",,"81",,
"IN012190100","POONA, IN","2008-06-04",,"80","96","69"
"IN012190100","POONA, IN","2008-06-05",,"81","92","71"
"IN012190100","POONA, IN","2008-06-06","0.00","77","84",
"IN012190100","POONA, IN","2008-06-07","0.12","77","86","73"
"IN012190100","POONA, IN","2008-06-08","0.02","76","82",
"IN012190100","POONA, IN","2008-06-09","0.31","76","81","72"
"IN012190100","POONA, IN","2008-06-10","0.20","77","84","74"
"IN012190100","POONA, IN","2008-06-11","0.08","78","84","73"
"IN012190100","POONA, IN","2008-06-12","0.28","78","82","72"
"IN012190100","POONA, IN","2008-06-13","0.02","77","81","73"
"IN012190100","POONA, IN","2008-06-14","0.04","77","85","72"
"IN012190100","POONA, IN","2008-06-15","0.51","79","87","72"
"IN012190100","POONA, IN","2008-06-16","0.00","80","87",
"IN012190100","POONA, IN","2008-06-17","0.00","81","87","76"
"IN012190100","POONA, IN","2008-06-18",,"80","88","74"
"IN012190100","POONA, IN","2008-06-19",,"79","87","74"
"IN012190100","POONA, IN","2008-06-20","0.00","79","88","73"
"IN012190100","POONA, IN","2008-06-21","0.00","79","88","74"
"IN012190100","POONA, IN","2008-06-22","0.02","79","86","73"
"IN012190100","POONA, IN","2008-06-23","0.04","79","88","73"
"IN012190100","POONA, IN","2008-06-24","0.02","79","88","74"
"IN012190100","POONA, IN","2008-06-25","0.02","75","82",
"IN012190100","POONA, IN","2008-06-26","0.04","78","86","72"
"IN012190100","POONA, IN","2008-06-27","0.00","79","88","73"
"IN012190100","POONA, IN","2008-06-28","0.04","78","86",
"IN012190100","POONA, IN","2008-06-29","0.28","75","85","72"
"IN012190100","POONA, IN","2008-06-30","1.69","74","79",
"IN012190100","POONA, IN","2008-07-01","0.39","75","80","72"
"IN012190100","POONA, IN","2008-07-02","0.08","75","82","72"
"IN012190100","POONA, IN","2008-07-03","0.28","76","84","72"
"IN012190100","POONA, IN","2008-07-04","0.28","75","81","72"
"IN012190100","POONA, IN","2008-07-05","0.20","77","84","73"
"IN012190100","POONA, IN","2008-07-06","0.02","78","85","72"
"IN012190100","POONA, IN","2008-07-07","0.00","77","85","74"
"IN012190100","POONA, IN","2008-07-08","0.08","77","84","72"
"IN012190100","POONA, IN","2008-07-09","0.00","79","85","73"
"IN012190100","POONA, IN","2008-07-10","0.01","75","83","72"
"IN012190100","POONA, IN","2008-07-11","0.24","77","84","72"
"IN012190100","POONA, IN","2008-07-12","0.12","76","84","71"
"IN012190100","POONA, IN","2008-07-13","0.04","78","84","72"
"IN012190100","POONA, IN","2008-07-14","0.00","78","86","72"
"IN012190100","POONA, IN","2008-07-15",,"78","86","73"
"IN012190100","POONA, IN","2008-07-16",,"78","87","73"
"IN012190100","POONA, IN","2008-07-17",,"78","85","72"
"IN012190100","POONA, IN","2008-07-18",,"78","87","71"
"IN012190100","POONA, IN","2008-07-19",,"78","86","71"
"IN012190100","POONA, IN","2008-07-20",,"77","84",
"IN012190100","POONA, IN","2008-07-21",,"78","86","72"
"IN012190100","POONA, IN","2008-07-22",,"77","87","73"
"IN012190100","POONA, IN","2008-07-23","0.00","79","90","73"
"IN012190100","POONA, IN","2008-07-24",,"76","85",
"IN012190100","POONA, IN","2008-07-25","0.08","76","83",
"IN012190100","POONA, IN","2008-07-26","0.02","75","81","71"
"IN012190100","POONA, IN","2008-07-27","0.03","73","77",
"IN012190100","POONA, IN","2008-07-28","0.59","73","78","71"
"IN012190100","POONA, IN","2008-07-29","0.51","74","77","70"
"IN012190100","POONA, IN","2008-07-30","0.43","76","82","71"
"IN012190100","POONA, IN","2008-07-31","0.08","76","84","72"
"IN012190100","POONA, IN","2008-08-01","0.02","76","82","72"
"IN012190100","POONA, IN","2008-08-02","0.28","75","81",
"IN012190100","POONA, IN","2008-08-03","0.04","75","81","71"
"IN012190100","POONA, IN","2008-08-04","0.08","74","78","72"
"IN012190100","POONA, IN","2008-08-05","0.08","73","77",
"IN012190100","POONA, IN","2008-08-06","0.28","74","80",
"IN012190100","POONA, IN","2008-08-07","0.08","75","79","71"
"IN012190100","POONA, IN","2008-08-08","0.16","75","80","71"
"IN012190100","POONA, IN","2008-08-09","0.12","74","80",
"IN012190100","POONA, IN","2008-08-10","1.57","72","74","71"
"IN012190100","POONA, IN","2008-08-11","2.28","73","76","71"
"IN012190100","POONA, IN","2008-08-12","0.63","74","78","71"
"IN012190100","POONA, IN","2008-08-13","0.24","74","79","72"
"IN012190100","POONA, IN","2008-08-14","0.47","74","82","72"
"IN012190100","POONA, IN","2008-08-15","0.08","74","80","71"
"IN012190100","POONA, IN","2008-08-16","0.04","74","80","71"
