"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN012190100","POONA, IN","2002-03-12",,"82","98","63"
"IN012190100","POONA, IN","2002-03-13",,"81","95","67"
"IN012190100","POONA, IN","2002-03-14",,"78","90",
"IN012190100","POONA, IN","2002-03-15",,"77","92","60"
"IN012190100","POONA, IN","2002-03-16",,"80","95","62"
"IN012190100","POONA, IN","2002-03-17",,"83","97","62"
"IN012190100","POONA, IN","2002-03-18",,"80","97","63"
"IN012190100","POONA, IN","2002-03-19",,"85","99","63"
"IN012190100","POONA, IN","2002-03-20",,"83",,
"IN012190100","POONA, IN","2002-03-21",,"79","97","64"
"IN012190100","POONA, IN","2002-03-22",,"82","96","62"
"IN012190100","POONA, IN","2002-03-23",,"81",,"58"
"IN012190100","POONA, IN","2002-03-24",,"81","97","62"
"IN012190100","POONA, IN","2002-03-25",,"78","96","61"
"IN012190100","POONA, IN","2002-03-26",,"81","98",
"IN012190100","POONA, IN","2002-03-27",,"79","97","58"
"IN012190100","POONA, IN","2002-03-28","0.00","80","98","58"
"IN012190100","POONA, IN","2002-03-29",,"81","99","60"
"IN012190100","POONA, IN","2002-03-30","0.00","82","101","61"
"IN012190100","POONA, IN","2002-03-31",,"83","102","63"
"IN012190100","POONA, IN","2002-04-01",,"86","100","62"
"IN012190100","POONA, IN","2002-04-02",,"83","96","64"
"IN012190100","POONA, IN","2002-04-03",,"82","98","68"
"IN012190100","POONA, IN","2002-04-04",,"85","100","63"
"IN012190100","POONA, IN","2002-04-05",,"85","102","71"
"IN012190100","POONA, IN","2002-04-06",,"83","100",
"IN012190100","POONA, IN","2002-04-07","0.16","81","94","69"
"IN012190100","POONA, IN","2002-04-08","0.00","80",,"69"
"IN012190100","POONA, IN","2002-04-09",,"87","97",
"IN012190100","POONA, IN","2002-04-10",,"85",,"65"
"IN012190100","POONA, IN","2002-04-11","0.00","81","99","63"
"IN012190100","POONA, IN","2002-04-12",,"82","101","63"
"IN012190100","POONA, IN","2002-04-13",,"86","102","66"
"IN012190100","POONA, IN","2002-04-14","0.00","85","100","66"
"IN012190100","POONA, IN","2002-04-15","0.00","86","102","66"
"IN012190100","POONA, IN","2002-04-16",,"84","102","70"
"IN012190100","POONA, IN","2002-04-17",,"90","103","70"
"IN012190100","POONA, IN","2002-04-18",,"88","103","72"
"IN012190100","POONA, IN","2002-04-19",,"90","104","74"
"IN012190100","POONA, IN","2002-04-20",,"90","103",
"IN012190100","POONA, IN","2002-04-21",,"91","103","77"
"IN012190100","POONA, IN","2002-04-22",,"88","100",
"IN012190100","POONA, IN","2002-04-23",,"86","100","69"
"IN012190100","POONA, IN","2002-04-24",,"88","104","67"
"IN012190100","POONA, IN","2002-04-25",,"87","100","69"
"IN012190100","POONA, IN","2002-04-26",,"89","105","66"
"IN012190100","POONA, IN","2002-04-27",,"92","105","70"
"IN012190100","POONA, IN","2002-04-28",,"88","106","68"
"IN012190100","POONA, IN","2002-04-29",,"89","105","71"
"IN012190100","POONA, IN","2002-04-30",,"93","106","72"
"IN012190100","POONA, IN","2002-05-01",,"91","108","73"
"IN012190100","POONA, IN","2002-05-02",,"94","108","73"
"IN012190100","POONA, IN","2002-05-03",,"89","107","78"
"IN012190100","POONA, IN","2002-05-04",,"90","108","77"
"IN012190100","POONA, IN","2002-05-05",,"88","104","78"
"IN012190100","POONA, IN","2002-05-06",,"86","98","77"
"IN012190100","POONA, IN","2002-05-07",,"87","103","74"
"IN012190100","POONA, IN","2002-05-08",,"85","99",
"IN012190100","POONA, IN","2002-05-09",,"85",,"73"
"IN012190100","POONA, IN","2002-05-10",,"84","96","77"
"IN012190100","POONA, IN","2002-05-11",,"83","92","77"
"IN012190100","POONA, IN","2002-05-12",,"84","94","77"
"IN012190100","POONA, IN","2002-05-13",,"85","94","76"
"IN012190100","POONA, IN","2002-05-14",,"81","95","76"
"IN012190100","POONA, IN","2002-05-15",,"84","96","75"
"IN012190100","POONA, IN","2002-05-16",,"84","96","76"
"IN012190100","POONA, IN","2002-05-17",,"85","94","77"
"IN012190100","POONA, IN","2002-05-18",,"84","93","76"
"IN012190100","POONA, IN","2002-05-19",,"84","93","76"
"IN012190100","POONA, IN","2002-05-20",,"83","94","76"
"IN012190100","POONA, IN","2002-05-21",,"86","95","75"
"IN012190100","POONA, IN","2002-05-22",,"83","96","75"
"IN012190100","POONA, IN","2002-05-23",,"84","98","74"
"IN012190100","POONA, IN","2002-05-24",,"85","99","75"
"IN012190100","POONA, IN","2002-05-25",,"86","98","74"
"IN012190100","POONA, IN","2002-05-26",,"82","94","75"
"IN012190100","POONA, IN","2002-05-27",,"85","95","76"
"IN012190100","POONA, IN","2002-05-28",,"84","96","75"
"IN012190100","POONA, IN","2002-05-29",,"84","97","75"
"IN012190100","POONA, IN","2002-05-30",,"85","98","75"
"IN012190100","POONA, IN","2002-05-31",,"83","100","76"
"IN012190100","POONA, IN","2002-06-01",,"86","97","75"
"IN012190100","POONA, IN","2002-06-02",,"79","88",
"IN012190100","POONA, IN","2002-06-03","0.08","81","87","73"
"IN012190100","POONA, IN","2002-06-04","0.00","83","94","76"
"IN012190100","POONA, IN","2002-06-05",,"85","95","74"
"IN012190100","POONA, IN","2002-06-06",,"81",,"74"
"IN012190100","POONA, IN","2002-06-07",,"85","95","75"
"IN012190100","POONA, IN","2002-06-08",,"81","96",
"IN012190100","POONA, IN","2002-06-09",,"83","96","76"
"IN012190100","POONA, IN","2002-06-10",,"81","92","77"
"IN012190100","POONA, IN","2002-06-11","0.08","81","98",
"IN012190100","POONA, IN","2002-06-12","1.06","81",,"73"
"IN012190100","POONA, IN","2002-06-13","0.00","81","94",
"IN012190100","POONA, IN","2002-06-14","1.77","80","92","70"
"IN012190100","POONA, IN","2002-06-15","0.00","78","86",
"IN012190100","POONA, IN","2002-06-16","0.28","77","82","72"
"IN012190100","POONA, IN","2002-06-17","0.04","78","83","73"
"IN012190100","POONA, IN","2002-06-18","0.00","78","83","74"
"IN012190100","POONA, IN","2002-06-19","0.03","80",,"73"
"IN012190100","POONA, IN","2002-06-20","0.00","78","85","75"
"IN012190100","POONA, IN","2002-06-21",,"77",,
"IN012190100","POONA, IN","2002-06-22",,"78","83","72"
"IN012190100","POONA, IN","2002-06-23","0.00","78","87",
"IN012190100","POONA, IN","2002-06-24","0.31","78","84","72"
"IN012190100","POONA, IN","2002-06-25","0.35","73","77","68"
"IN012190100","POONA, IN","2002-06-26","0.35","73",,
"IN012190100","POONA, IN","2002-06-27","2.95","73","78",
"IN012190100","POONA, IN","2002-06-28","0.16","77","82","74"
"IN012190100","POONA, IN","2002-06-29","0.08","76","81","72"
"IN012190100","POONA, IN","2002-06-30","0.16","76","83","72"
"IN012190100","POONA, IN","2002-07-01","0.00","78","84",
"IN012190100","POONA, IN","2002-07-02","0.01","78","85","74"
"IN012190100","POONA, IN","2002-07-03","0.00","78","83","74"
"IN012190100","POONA, IN","2002-07-04","0.03","80","84","74"
"IN012190100","POONA, IN","2002-07-05","0.00","79","85","74"
"IN012190100","POONA, IN","2002-07-06",,"79","87","74"
"IN012190100","POONA, IN","2002-07-07",,"79","85","74"
"IN012190100","POONA, IN","2002-07-08","0.00","78","85","74"
"IN012190100","POONA, IN","2002-07-09",,"78","86",
"IN012190100","POONA, IN","2002-07-10",,"78","86","72"
"IN012190100","POONA, IN","2002-07-11",,"78","85","74"
"IN012190100","POONA, IN","2002-07-12","0.00","79","86",
"IN012190100","POONA, IN","2002-07-13",,"78","86","74"
"IN012190100","POONA, IN","2002-07-14",,"79","85","74"
"IN012190100","POONA, IN","2002-07-15",,"78",,"74"
"IN012190100","POONA, IN","2002-07-16",,"78","86",
"IN012190100","POONA, IN","2002-07-17","0.02","77","84","73"
"IN012190100","POONA, IN","2002-07-18","0.00","77","86",
"IN012190100","POONA, IN","2002-07-19","0.16","74","78","71"
"IN012190100","POONA, IN","2002-07-20","0.04","77","85","72"
"IN012190100","POONA, IN","2002-07-21","0.00","75","83","71"
"IN012190100","POONA, IN","2002-07-22","0.16","74","80","71"
"IN012190100","POONA, IN","2002-07-23","0.24","74","81","72"
"IN012190100","POONA, IN","2002-07-24","0.20","76","83","71"
"IN012190100","POONA, IN","2002-07-25","0.24","74","78",
"IN012190100","POONA, IN","2002-07-26","0.08","76","83","70"
"IN012190100","POONA, IN","2002-07-27","0.00","76","82",
"IN012190100","POONA, IN","2002-07-28","0.03","77","84","72"
"IN012190100","POONA, IN","2002-07-29","0.00","78","84","72"
"IN012190100","POONA, IN","2002-07-30",,"78","83","71"
"IN012190100","POONA, IN","2002-07-31",,"78","86","72"
"IN012190100","POONA, IN","2002-08-01",,"78","84","71"
"IN012190100","POONA, IN","2002-08-02",,"77","85",
"IN012190100","POONA, IN","2002-08-03","0.28","76","81","72"
"IN012190100","POONA, IN","2002-08-04","0.00","75","84",
"IN012190100","POONA, IN","2002-08-05","0.16","75","81",
"IN012190100","POONA, IN","2002-08-06","0.03","74",,"72"
"IN012190100","POONA, IN","2002-08-07","0.59","74",,"71"
"IN012190100","POONA, IN","2002-08-08","0.28","72","75","69"
"IN012190100","POONA, IN","2002-08-09","0.35","72","78",
"IN012190100","POONA, IN","2002-08-10","0.39","73","76","70"
"IN012190100","POONA, IN","2002-08-11","0.12","74","78","71"
"IN012190100","POONA, IN","2002-08-12","0.43","74","78","72"
"IN012190100","POONA, IN","2002-08-13","0.31","75","77","72"
"IN012190100","POONA, IN","2002-08-14","0.04","74","79","73"
"IN012190100","POONA, IN","2002-08-15","0.08","76","82","72"
"IN012190100","POONA, IN","2002-08-16","0.08","75","82","71"
"IN012190100","POONA, IN","2002-08-17","0.02","75","80","72"
"IN012190100","POONA, IN","2002-08-18","0.43","74","82","71"
"IN012190100","POONA, IN","2002-08-19","0.08","73","79",
"IN012190100","POONA, IN","2002-08-20","0.01","75","81","71"
"IN012190100","POONA, IN","2002-08-21","0.00","75","82","70"
"IN012190100","POONA, IN","2002-08-22","0.02","75","81","70"
"IN012190100","POONA, IN","2002-08-23","0.00","74","82","71"
"IN012190100","POONA, IN","2002-08-24","0.01","73","77",
"IN012190100","POONA, IN","2002-08-25","0.31","72","77",
"IN012190100","POONA, IN","2002-08-26","0.08","76","82","69"
"IN012190100","POONA, IN","2002-08-27","0.02","74","84","66"
"IN012190100","POONA, IN","2002-08-28","0.00","76",,"66"
"IN012190100","POONA, IN","2002-08-29",,"75","85","69"
"IN012190100","POONA, IN","2002-08-30","0.00","74",,"71"
"IN012190100","POONA, IN","2002-08-31","0.03","72","76","71"
"IN012190100","POONA, IN","2002-09-01","0.00","73","78",
"IN012190100","POONA, IN","2002-09-02","0.16","75","80","71"
"IN012190100","POONA, IN","2002-09-03","0.00","74","78",
"IN012190100","POONA, IN","2002-09-04","0.24","73","77","71"
"IN012190100","POONA, IN","2002-09-05","0.51","75","81","71"
"IN012190100","POONA, IN","2002-09-06","0.08","74","83","71"
"IN012190100","POONA, IN","2002-09-07","0.00","75","83",
"IN012190100","POONA, IN","2002-09-08","0.00","75","83",
"IN012190100","POONA, IN","2002-09-09","0.00","74","83","67"
"IN012190100","POONA, IN","2002-09-10","0.00","75","84","66"
"IN012190100","POONA, IN","2002-09-11","0.00","74",,"69"
"IN012190100","POONA, IN","2002-09-12","0.00","75","84","67"
"IN012190100","POONA, IN","2002-09-13","0.00","76","87","65"
"IN012190100","POONA, IN","2002-09-14","0.00","78","89","66"
"IN012190100","POONA, IN","2002-09-15","0.00","78","89","72"
"IN012190100","POONA, IN","2002-09-16","0.00","76","87","69"
"IN012190100","POONA, IN","2002-09-17","0.00","75","86","66"
"IN012190100","POONA, IN","2002-09-18","0.00","76","87","69"
"IN012190100","POONA, IN","2002-09-19","0.00","78","89","66"
"IN012190100","POONA, IN","2002-09-20","0.00","77","89","68"
"IN012190100","POONA, IN","2002-09-21",,"76","90","69"
"IN012190100","POONA, IN","2002-09-22","0.00","77","88","68"
"IN012190100","POONA, IN","2002-09-23","0.00","78","88","71"
"IN012190100","POONA, IN","2002-09-24","0.00","78","87",
"IN012190100","POONA, IN","2002-09-25","0.00","76","87","68"
"IN012190100","POONA, IN","2002-09-26","0.00","79","91","67"
"IN012190100","POONA, IN","2002-09-27","0.00","78","89","71"
"IN012190100","POONA, IN","2002-09-28","0.00","78","92","70"
"IN012190100","POONA, IN","2002-09-29","0.20","78","92","72"
"IN012190100","POONA, IN","2002-09-30","0.00","82","95",
"IN012190100","POONA, IN","2002-10-01","0.00","78","96",
"IN012190100","POONA, IN","2002-10-02","0.00","81","96","65"
"IN012190100","POONA, IN","2002-10-03","0.00","82","97","69"
"IN012190100","POONA, IN","2002-10-04","0.00","81",,"70"
"IN012190100","POONA, IN","2002-10-05","0.00","83","98","68"
"IN012190100","POONA, IN","2002-10-06","0.00","84","98","70"
"IN012190100","POONA, IN","2002-10-07","0.00","78",,
"IN012190100","POONA, IN","2002-10-08","0.00","80","97","64"
"IN012190100","POONA, IN","2002-10-09","0.00","82",,"64"
"IN012190100","POONA, IN","2002-10-10",,"79","91",
"IN012190100","POONA, IN","2002-10-11","0.02","77","91","72"
"IN012190100","POONA, IN","2002-10-12","0.08","77","87",
"IN012190100","POONA, IN","2002-10-13","0.00","79","94","69"
"IN012190100","POONA, IN","2002-10-14","0.00","79","94","67"
"IN012190100","POONA, IN","2002-10-15",,"82","94","63"
"IN012190100","POONA, IN","2002-10-16","0.01","74","78",
"IN012190100","POONA, IN","2002-10-17","0.43","77","85","71"
"IN012190100","POONA, IN","2002-10-18","0.00","79","93","69"
"IN012190100","POONA, IN","2002-10-19","0.00","80","93","69"
"IN012190100","POONA, IN","2002-10-20","0.00","80","92","69"
"IN012190100","POONA, IN","2002-10-21","0.00","80","93","72"
"IN012190100","POONA, IN","2002-10-22","0.00","81","94","69"
"IN012190100","POONA, IN","2002-10-23","0.00","77","94",
"IN012190100","POONA, IN","2002-10-24","0.00","76","93","61"
"IN012190100","POONA, IN","2002-10-25","0.00","75","91","59"
"IN012190100","POONA, IN","2002-10-27","0.00","72","90","55"
"IN012190100","POONA, IN","2002-10-28","0.00","71","89","53"
"IN012190100","POONA, IN","2002-10-29","0.00","70","91","52"
"IN012190100","POONA, IN","2002-10-30","0.00","70","88","53"
"IN012190100","POONA, IN","2002-10-31","0.00","72","90","55"
"IN012190100","POONA, IN","2002-11-01","0.00","72","89","55"
"IN012190100","POONA, IN","2002-11-02","0.00","73","89","58"
"IN012190100","POONA, IN","2002-11-03","0.00","74","90","60"
"IN012190100","POONA, IN","2002-11-04","0.00","72","90","58"
"IN012190100","POONA, IN","2002-11-05","0.00","72","92","55"
"IN012190100","POONA, IN","2002-11-06","0.00","75","90","56"
"IN012190100","POONA, IN","2002-11-07","0.00","72","89","57"
"IN012190100","POONA, IN","2002-11-08","0.00","71","87","55"
"IN012190100","POONA, IN","2002-11-09","0.00","74","88","55"
"IN012190100","POONA, IN","2002-11-10","0.00","75","88","62"
"IN012190100","POONA, IN","2002-11-11","0.02","74",,
"IN012190100","POONA, IN","2002-11-12","0.00","74","86","62"
"IN012190100","POONA, IN","2002-11-13","0.00","78","88","65"
"IN012190100","POONA, IN","2002-11-14","0.00","73","88","62"
"IN012190100","POONA, IN","2002-11-15","0.00","75","91","61"
"IN012190100","POONA, IN","2002-11-16","0.00","73","89","61"
"IN012190100","POONA, IN","2002-11-17","0.00","71","89","56"
"IN012190100","POONA, IN","2002-11-18","0.00","69","87",
"IN012190100","POONA, IN","2002-11-19","0.00","71","85","50"
"IN012190100","POONA, IN","2002-11-20","0.00","70","87","49"
"IN012190100","POONA, IN","2002-11-21","0.00","69","88","50"
"IN012190100","POONA, IN","2002-11-22","0.00","69","87","51"
"IN012190100","POONA, IN","2002-11-23","0.00","71","90","52"
"IN012190100","POONA, IN","2002-11-24","0.00","72","90","54"
"IN012190100","POONA, IN","2002-11-25","0.00","72","91","55"
"IN012190100","POONA, IN","2002-11-26","0.00","75","92","56"
"IN012190100","POONA, IN","2002-11-27","0.00","72","92",
"IN012190100","POONA, IN","2002-11-28","0.00","73","92","56"
"IN012190100","POONA, IN","2002-11-29","0.00","74","93","56"
"IN012190100","POONA, IN","2002-11-30","0.00","72","92","56"
"IN012190100","POONA, IN","2002-12-01","0.00","71","91","52"
"IN012190100","POONA, IN","2002-12-02","0.00","71","91","52"
"IN012190100","POONA, IN","2002-12-03","0.00","74","90","55"
"IN012190100","POONA, IN","2002-12-04","0.00","73","89","58"
"IN012190100","POONA, IN","2002-12-05","0.00","72","88","58"
"IN012190100","POONA, IN","2002-12-06","0.00","71","88","59"
"IN012190100","POONA, IN","2002-12-07","0.00","72","90","56"
"IN012190100","POONA, IN","2002-12-08","0.00","70","86","57"
"IN012190100","POONA, IN","2002-12-09","0.00","69","87",
"IN012190100","POONA, IN","2002-12-10","0.00","68","87","51"
"IN012190100","POONA, IN","2002-12-11","0.00","69","87","52"
"IN012190100","POONA, IN","2002-12-12","0.00","66","86","53"
"IN012190100","POONA, IN","2002-12-13","0.00","70","87","55"
"IN012190100","POONA, IN","2002-12-14","0.00","70","88","54"
"IN012190100","POONA, IN","2002-12-15","0.00","71","87",
"IN012190100","POONA, IN","2002-12-16","0.00","69","88","51"
"IN012190100","POONA, IN","2002-12-17","0.00","69","90","52"
"IN012190100","POONA, IN","2002-12-18","0.00","71","93","52"
"IN012190100","POONA, IN","2002-12-19","0.00","70","91","54"
"IN012190100","POONA, IN","2002-12-20","0.00","69","90","51"
"IN012190100","POONA, IN","2002-12-21","0.00","68","90","49"
"IN012190100","POONA, IN","2002-12-22","0.00","71","89","50"
"IN012190100","POONA, IN","2002-12-23","0.00","71","89","54"
"IN012190100","POONA, IN","2002-12-24","0.00","68","87","51"
"IN012190100","POONA, IN","2002-12-25","0.00","66","85","48"
"IN012190100","POONA, IN","2002-12-26","0.00","67","85","51"
"IN012190100","POONA, IN","2002-12-27","0.00","68","85","51"
"IN012190100","POONA, IN","2002-12-28","0.00","67","86","51"
"IN012190100","POONA, IN","2002-12-29","0.00","70","87","53"
"IN012190100","POONA, IN","2002-12-30","0.00","69","82","55"
"IN012190100","POONA, IN","2002-12-31","0.00","65","76",
"IN012190100","POONA, IN","2003-01-01","0.00","60","77","45"
"IN012190100","POONA, IN","2003-01-02","0.00","67","83","46"
"IN012190100","POONA, IN","2003-01-03","0.00","71","85","56"
"IN012190100","POONA, IN","2003-01-04","0.00","72","86","59"
"IN012190100","POONA, IN","2003-01-05","0.00","71","87","59"
"IN012190100","POONA, IN","2003-01-06","0.00","70","88","55"
"IN012190100","POONA, IN","2003-01-07","0.00","71",,"62"
"IN012190100","POONA, IN","2003-01-08","0.00","71","86","57"
"IN012190100","POONA, IN","2003-01-09","0.00","71",,"58"
"IN012190100","POONA, IN","2003-01-10","0.00","71","84",
"IN012190100","POONA, IN","2003-01-11","0.00","71","86","57"
"IN012190100","POONA, IN","2003-01-12","0.00","74","89","61"
"IN012190100","POONA, IN","2003-01-13","0.00","70","81","60"
"IN012190100","POONA, IN","2003-01-14","0.00","67","81",
"IN012190100","POONA, IN","2003-01-15","0.00","68",,"52"
"IN012190100","POONA, IN","2003-01-16","0.00","65","82","51"
"IN012190100","POONA, IN","2003-01-17","0.00","62","81","45"
"IN012190100","POONA, IN","2003-01-18","0.00","64","83","44"
"IN012190100","POONA, IN","2003-01-19","0.00","67","85","51"
"IN012190100","POONA, IN","2003-01-20","0.00","69","90",
"IN012190100","POONA, IN","2003-01-21","0.00","74","91","57"
"IN012190100","POONA, IN","2003-01-22","0.00","76","90","62"
"IN012190100","POONA, IN","2003-01-23","0.00","72","91","56"
"IN012190100","POONA, IN","2003-01-24","0.00","70","90","52"
"IN012190100","POONA, IN","2003-01-25","0.00","69","91","50"
"IN012190100","POONA, IN","2003-01-26","0.00","74","92",
"IN012190100","POONA, IN","2003-01-27","0.00","76","92","58"
"IN012190100","POONA, IN","2003-01-28","0.00","74","90","62"
"IN012190100","POONA, IN","2003-01-29","0.00","70","87","58"
"IN012190100","POONA, IN","2003-01-30","0.00","72","91","53"
"IN012190100","POONA, IN","2003-01-31","0.00","73","93","55"
"IN012190100","POONA, IN","2003-02-01","0.00","74","93","56"
"IN012190100","POONA, IN","2003-02-02","0.00","75","91","58"
"IN012190100","POONA, IN","2003-02-03","0.00","76","91","59"
"IN012190100","POONA, IN","2003-02-04","0.00","74","90","58"
"IN012190100","POONA, IN","2003-02-05","0.00","73","90","57"
"IN012190100","POONA, IN","2003-02-06","0.00","77","93","59"
"IN012190100","POONA, IN","2003-02-07","0.00","75","91","63"
"IN012190100","POONA, IN","2003-02-08","0.00","74","89","58"
"IN012190100","POONA, IN","2003-02-09","0.00","70",,
"IN012190100","POONA, IN","2003-02-10","0.00","73","90","54"
"IN012190100","POONA, IN","2003-02-11","0.00","73","92","55"
"IN012190100","POONA, IN","2003-02-12","0.00","73","95","57"
"IN012190100","POONA, IN","2003-02-13","0.00","73","92","58"
"IN012190100","POONA, IN","2003-02-14","0.00","77",,
"IN012190100","POONA, IN","2003-02-15","0.00","76","96","58"
"IN012190100","POONA, IN","2003-02-16","0.00","77","95","54"
"IN012190100","POONA, IN","2003-02-17","0.00","85","94",
"IN012190100","POONA, IN","2003-02-18","0.00","75","90","53"
"IN012190100","POONA, IN","2003-02-19","0.12","72","84",
"IN012190100","POONA, IN","2003-02-20","0.00","68","90","51"
"IN012190100","POONA, IN","2003-02-21","0.00","75","94",
"IN012190100","POONA, IN","2003-02-22","0.00","73","95","56"
"IN012190100","POONA, IN","2003-02-23",,"73",,"58"
"IN012190100","POONA, IN","2003-02-24","0.00","77","97","56"
"IN012190100","POONA, IN","2003-02-25","0.00","78","93","57"
"IN012190100","POONA, IN","2003-02-26","0.00","78","91","59"
"IN012190100","POONA, IN","2003-02-27","0.00","77","96","59"
"IN012190100","POONA, IN","2003-02-28","0.00","80","98","61"
"IN012190100","POONA, IN","2003-03-01",,"81",,"62"
"IN012190100","POONA, IN","2003-03-02","0.00","81","98","60"
"IN012190100","POONA, IN","2003-03-03","0.00","78","94","62"
"IN012190100","POONA, IN","2003-03-04","0.00","76","95","58"
"IN012190100","POONA, IN","2003-03-05","0.00","75","94","56"
"IN012190100","POONA, IN","2003-03-06","0.00","75","96","56"
"IN012190100","POONA, IN","2003-03-07","0.00","77","97","56"
"IN012190100","POONA, IN","2003-03-08","0.00","78","98","56"
"IN012190100","POONA, IN","2003-03-09","0.00","80","98",
"IN012190100","POONA, IN","2003-03-10","0.00","79","98","57"
"IN012190100","POONA, IN","2003-03-11","0.00","77","97","58"
"IN012190100","POONA, IN","2003-03-12","0.00","78","97",
"IN012190100","POONA, IN","2003-03-13","0.00","79","98","60"
"IN012190100","POONA, IN","2003-03-14","0.00","81","99","60"
"IN012190100","POONA, IN","2003-03-15","0.00","79","97","59"
"IN012190100","POONA, IN","2003-03-16","0.00","76","94","56"
"IN012190100","POONA, IN","2003-03-17","0.00","75","96","50"
"IN012190100","POONA, IN","2003-03-18","0.00","74","97","54"
"IN012190100","POONA, IN","2003-03-19","0.00","79","96","56"
"IN012190100","POONA, IN","2003-03-20","0.00","80","98","61"
"IN012190100","POONA, IN","2003-03-21","0.00","85","99","61"
"IN012190100","POONA, IN","2003-03-22",,"84","100","63"
"IN012190100","POONA, IN","2003-03-23","0.00","85","100","70"
"IN012190100","POONA, IN","2003-03-24","0.00","82","101","65"
"IN012190100","POONA, IN","2003-03-25","0.00","86","100","67"
"IN012190100","POONA, IN","2003-03-26","0.00","84","101","65"
"IN012190100","POONA, IN","2003-03-27","0.00","83","100","61"
"IN012190100","POONA, IN","2003-03-28","0.00","85","101","64"
"IN012190100","POONA, IN","2003-03-29","0.00","81","97","62"
"IN012190100","POONA, IN","2003-03-30","0.00","80","101","61"
"IN012190100","POONA, IN","2003-03-31","0.00","81","98",
"IN012190100","POONA, IN","2003-04-01","0.00","83","101",
"IN012190100","POONA, IN","2003-04-02","0.00","85","103","64"
"IN012190100","POONA, IN","2003-04-03","0.00","83","96","68"
"IN012190100","POONA, IN","2003-04-04","0.00","80","94","70"
"IN012190100","POONA, IN","2003-04-05","0.00","79","93","65"
"IN012190100","POONA, IN","2003-04-06",,"82","99","62"
"IN012190100","POONA, IN","2003-04-07","0.01","83","99",
"IN012190100","POONA, IN","2003-04-08","0.00","81","98","66"
"IN012190100","POONA, IN","2003-04-09","0.04","86","102","68"
"IN012190100","POONA, IN","2003-04-10","0.00","87","101","75"
"IN012190100","POONA, IN","2003-04-11","0.00","85","100","73"
"IN012190100","POONA, IN","2003-04-12","0.00","84","100","67"
"IN012190100","POONA, IN","2003-04-13","0.00","85","101","65"
"IN012190100","POONA, IN","2003-04-14","0.00","86","103","65"
"IN012190100","POONA, IN","2003-04-15","0.00","81","104","68"
"IN012190100","POONA, IN","2003-04-16","0.00","87","104","67"
"IN012190100","POONA, IN","2003-04-17","0.00","88","103","70"
"IN012190100","POONA, IN","2003-04-18","0.00","83","100","73"
"IN012190100","POONA, IN","2003-04-19","0.00","83","97","70"
"IN012190100","POONA, IN","2003-04-20","0.00","81","99","65"
"IN012190100","POONA, IN","2003-04-21","0.00","86","103","61"
"IN012190100","POONA, IN","2003-04-22","0.00","89","106","72"
"IN012190100","POONA, IN","2003-04-23","0.00","89","106","75"
"IN012190100","POONA, IN","2003-04-24","0.00","87","102",
"IN012190100","POONA, IN","2003-04-25","0.00","87","103","68"
"IN012190100","POONA, IN","2003-04-26","0.00","89","102","73"
"IN012190100","POONA, IN","2003-04-27","0.00","89","103","78"
"IN012190100","POONA, IN","2003-04-28","0.00","90","105","72"
"IN012190100","POONA, IN","2003-04-29",,"89","105","75"
"IN012190100","POONA, IN","2003-04-30","0.00","92","105","72"
"IN012190100","POONA, IN","2003-05-01","0.00","86","103","78"
"IN012190100","POONA, IN","2003-05-02","0.00","89","102","73"
"IN012190100","POONA, IN","2003-05-03","0.00","86","100","72"
"IN012190100","POONA, IN","2003-05-04","0.00","86","98","72"
"IN012190100","POONA, IN","2003-05-05","0.00","81",,
"IN012190100","POONA, IN","2003-05-06","0.00","82","99","63"
"IN012190100","POONA, IN","2003-05-07","0.00","83","100","64"
"IN012190100","POONA, IN","2003-05-08","0.00","85","100","69"
"IN012190100","POONA, IN","2003-05-09","0.00","88",,"72"
"IN012190100","POONA, IN","2003-05-10","0.00","87","107","74"
"IN012190100","POONA, IN","2003-05-11","0.00","92","108","71"
"IN012190100","POONA, IN","2003-05-12","0.00","89","105",
"IN012190100","POONA, IN","2003-05-13","0.00","88","103","74"
"IN012190100","POONA, IN","2003-05-14","0.00","86","98","74"
"IN012190100","POONA, IN","2003-05-15","0.00","85","100",
"IN012190100","POONA, IN","2003-05-16","0.00","87","103","74"
"IN012190100","POONA, IN","2003-05-17","0.00","85","98",
"IN012190100","POONA, IN","2003-05-18","0.00","83","97","73"
"IN012190100","POONA, IN","2003-05-19","0.00","85","96","75"
"IN012190100","POONA, IN","2003-05-20","0.00","85","97","76"
"IN012190100","POONA, IN","2003-05-21","0.00","82","99","57"
"IN012190100","POONA, IN","2003-05-22","0.00","82","96","75"
"IN012190100","POONA, IN","2003-05-23","0.00","84","96","74"
"IN012190100","POONA, IN","2003-05-24","0.00","85","99","74"
"IN012190100","POONA, IN","2003-05-25","0.00","87","103","73"
"IN012190100","POONA, IN","2003-05-26","0.00","86","100","73"
"IN012190100","POONA, IN","2003-05-27","0.00","86","98","75"
"IN012190100","POONA, IN","2003-05-28","0.00","86","97",
"IN012190100","POONA, IN","2003-05-29","0.00","86","97","75"
"IN012190100","POONA, IN","2003-05-30","0.00","84","97","76"
"IN012190100","POONA, IN","2003-05-31","0.00","87","99","75"
"IN012190100","POONA, IN","2003-06-01","0.00","89","101","76"
"IN012190100","POONA, IN","2003-06-02","0.00","88","101","75"
